Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,WorkLifeBalance,YearsAtCompany,EmployeeType,TenureOfEmployee,GradeOfEmployee,LeaveCount_wellnessOfEmployee,yearsOfEmployeement
19,No,Research & Development,9,2,Life Sciences,3,1,Single,2552,1,3,1,Permanent,19,D,23,4
45,No,Research & Development,7,3,Medical,1,3,Married,4477,4,2,3,Permanent,19,A,6,12
37,No,Research & Development,1,3,Life Sciences,4,4,Married,6474,1,2,14,Permanent,3,D,15,2
20,No,Research & Development,3,3,Life Sciences,1,3,Single,3033,1,2,2,Permanent,22,A,30,5
44,Yes,Research & Development,10,4,Life Sciences,3,3,Single,2936,1,3,6,Temp,18,A,22,11
53,No,Research & Development,7,2,Medical,4,3,Divorced,18606,3,3,7,Permanent,8,B,10,3
29,No,Research & Development,15,1,Life Sciences,2,4,Married,2168,0,2,5,Permanent,10,D,27,3
22,Yes,Research & Development,3,4,Life Sciences,3,4,Married,2853,0,3,0,Permanent,16,A,17,6
46,No,Sales,2,3,Marketing,3,1,Married,17048,8,3,26,Temp,10,C,3,11
44,No,Research & Development,17,3,Life Sciences,4,3,Single,2290,2,3,0,Permanent,25,D,26,5
33,No,Human Resources,2,3,Human Resources,2,3,Married,3600,1,3,5,Temp,24,B,4,8
41,Yes,Research & Development,5,2,Life Sciences,1,1,Divorced,2107,6,1,1,Permanent,24,C,30,14
30,No,Sales,29,4,Life Sciences,3,1,Divorced,4115,8,3,4,Permanent,8,D,22,9
40,No,Sales,2,4,Medical,2,2,Married,4327,5,3,0,Permanent,20,C,14,6
50,No,Research & Development,2,3,Medical,4,1,Married,17856,2,3,2,Permanent,6,B,30,11
28,No,Research & Development,19,4,Medical,4,1,Married,3196,1,3,6,Permanent,25,C,9,5
46,No,Research & Development,15,2,Life Sciences,4,2,Married,19081,5,3,4,Temp,16,A,25,12
35,No,Sales,17,4,Life Sciences,3,1,Married,8966,3,3,7,Permanent,20,D,27,8
24,Yes,Research & Development,17,2,Life Sciences,4,2,Married,2210,1,1,1,Temp,17,D,9,5
33,No,Sales,25,3,Medical,2,3,Married,4539,1,2,10,Permanent,10,A,20,9
36,No,Research & Development,6,4,Life Sciences,3,3,Divorced,2741,1,3,7,Permanent,14,A,13,3
30,No,Research & Development,7,4,Life Sciences,3,3,Divorced,3491,1,2,10,Permanent,14,B,13,9
44,No,Research & Development,29,4,Other,4,4,Single,4541,1,3,20,Permanent,17,A,19,3
20,No,Sales,21,3,Marketing,3,4,Single,2678,1,3,2,Permanent,13,D,5,2
46,No,Research & Development,2,4,Technical Degree,4,4,Divorced,7379,2,2,6,Permanent,20,B,16,3
42,No,Human Resources,2,5,Medical,4,1,Married,6272,7,4,4,Permanent,4,A,11,7
60,No,Sales,7,4,Marketing,2,4,Divorced,5220,0,3,11,Temp,15,A,3,10
32,No,Research & Development,13,3,Other,3,2,Married,2743,1,3,2,Temp,13,D,5,6
32,No,Research & Development,2,2,Life Sciences,4,3,Single,4998,4,3,8,Permanent,24,C,22,6
36,No,Research & Development,1,3,Technical Degree,3,1,Divorced,10252,2,3,7,Permanent,7,D,2,3
33,No,Research & Development,9,3,Medical,1,4,Married,2781,0,3,14,Temp,20,C,2,10
40,No,Sales,10,3,Technical Degree,2,2,Divorced,6852,7,4,5,Permanent,24,D,17,17
25,No,Sales,10,4,Life Sciences,3,4,Single,4950,0,3,4,Temp,24,C,26,3
30,No,Research & Development,1,3,Medical,4,2,Married,3579,0,3,11,Permanent,23,B,6,5
42,No,Research & Development,26,5,Medical,1,1,Married,13191,3,3,1,Permanent,18,A,18,5
35,No,Sales,8,2,Marketing,3,4,Married,10377,4,2,13,Permanent,23,B,14,5
27,No,Research & Development,14,3,Life Sciences,1,1,Married,2235,1,2,9,Permanent,23,C,4,5
54,No,Research & Development,1,4,Life Sciences,4,3,Divorced,10502,7,1,5,Permanent,10,B,3,10
44,No,Research & Development,2,1,Life Sciences,1,4,Married,2011,1,3,10,Temp,23,C,24,3
19,Yes,Research & Development,10,3,Medical,1,2,Single,1859,1,4,1,Temp,21,A,13,4
29,No,Research & Development,1,3,Life Sciences,1,4,Divorced,3760,1,3,3,Permanent,3,D,30,3
54,No,Research & Development,3,3,Life Sciences,4,4,Married,17779,3,3,10,Permanent,4,C,10,8
31,No,Research & Development,11,2,Medical,3,1,Married,6833,1,2,6,Temp,8,C,10,2
31,No,Research & Development,24,3,Medical,3,1,Single,6812,1,3,10,Temp,22,A,13,9
59,No,Sales,3,3,Life Sciences,3,4,Single,5171,5,3,6,Temp,17,C,4,15
43,No,Research & Development,3,3,Life Sciences,3,4,Married,19740,3,3,8,Permanent,9,A,30,11
49,No,Research & Development,4,2,Medical,1,3,Married,18711,2,4,1,Permanent,9,D,13,6
36,No,Research & Development,3,3,Technical Degree,3,2,Married,3692,1,2,11,Permanent,19,C,2,11
48,No,Research & Development,2,2,Technical Degree,4,2,Single,2559,5,2,1,Permanent,20,D,9,13
27,No,Research & Development,4,2,Life Sciences,1,3,Divorced,2517,1,3,5,Permanent,20,D,2,3
29,No,Research & Development,7,3,Life Sciences,3,4,Divorced,6623,1,3,6,Permanent,19,C,13,2
48,No,Research & Development,1,3,Life Sciences,4,4,Single,18265,6,4,1,Temp,17,A,2,8
29,No,Research & Development,1,3,Life Sciences,4,4,Divorced,16124,3,2,7,Temp,14,D,10,13
34,No,Research & Development,20,3,Technical Degree,3,3,Married,2585,0,2,1,Temp,18,B,28,4
44,No,Sales,5,3,Marketing,2,2,Married,18213,7,3,22,Permanent,11,D,10,13
33,No,Sales,10,5,Marketing,4,3,Divorced,8380,0,3,9,Temp,14,C,25,6
19,No,Research & Development,25,3,Life Sciences,2,4,Single,2994,1,3,1,Permanent,11,C,26,7
23,No,Research & Development,1,2,Life Sciences,4,3,Married,1223,1,3,1,Permanent,2,D,18,5
25,Yes,Sales,24,1,Life Sciences,3,4,Single,1118,1,3,1,Permanent,4,B,29,1
26,No,Research & Development,4,2,Life Sciences,3,4,Single,2875,1,2,8,Permanent,25,C,22,4
45,Yes,Sales,2,3,Marketing,1,2,Single,18824,2,3,24,Permanent,21,A,5,11
55,No,Research & Development,8,1,Medical,4,2,Divorced,13577,1,3,33,Permanent,3,C,30,9
21,Yes,Research & Development,10,2,Life Sciences,1,3,Single,2625,1,1,2,Temp,14,A,22,4
46,No,Sales,4,2,Marketing,4,2,Married,18789,2,3,11,Permanent,19,C,27,4
34,No,Sales,2,3,Marketing,3,1,Single,4538,0,3,3,Permanent,11,C,1,9
51,No,Sales,9,3,Life Sciences,4,2,Divorced,19847,4,2,29,Temp,8,D,5,5
59,No,Research & Development,18,4,Medical,4,4,Single,10512,6,2,9,Permanent,21,D,14,16
34,No,Research & Development,19,3,Medical,3,2,Divorced,4444,4,4,11,Permanent,10,D,15,13
28,No,Research & Development,1,4,Medical,4,3,Single,2154,0,2,4,Temp,8,A,21,9
44,No,Research & Development,4,2,Life Sciences,3,1,Divorced,19190,1,2,25,Permanent,7,A,24,4
34,No,Human Resources,11,3,Life Sciences,3,2,Married,4490,4,4,10,Temp,12,A,3,4
35,No,Research & Development,6,1,Life Sciences,3,3,Married,3506,0,3,3,Permanent,14,C,12,8
42,No,Research & Development,7,4,Medical,2,2,Married,2372,6,3,1,Temp,2,C,18,15
43,No,Sales,4,4,Marketing,4,4,Single,10231,3,4,21,Temp,24,D,5,3
36,No,Research & Development,2,4,Life Sciences,3,2,Single,5410,9,3,16,Permanent,17,D,18,17
44,Yes,Research & Development,15,3,Medical,1,4,Married,7978,1,3,10,Permanent,7,B,24,5
28,No,Research & Development,2,3,Life Sciences,4,4,Married,3867,1,3,2,Permanent,10,C,3,8
51,No,Research & Development,6,2,Medical,2,3,Single,2838,0,2,7,Temp,23,B,13,6
30,No,Research & Development,9,2,Medical,3,3,Single,4695,7,3,8,Permanent,11,B,27,10
29,Yes,Research & Development,7,3,Technical Degree,2,3,Divorced,3339,3,3,7,Permanent,11,C,19,12
28,No,Research & Development,1,3,Technical Degree,4,1,Single,2080,2,2,3,Permanent,21,C,15,11
25,No,Research & Development,1,3,Medical,4,2,Single,2096,1,2,2,Temp,14,B,30,1
32,No,Sales,8,3,Medical,3,4,Married,6209,1,4,10,Permanent,18,C,3,10
45,No,Research & Development,25,3,Medical,2,2,Single,18061,3,3,0,Permanent,14,C,25,5
39,No,Research & Development,13,4,Medical,3,2,Divorced,17123,6,3,19,Permanent,16,C,8,15
58,No,Research & Development,23,4,Life Sciences,1,3,Divorced,2372,1,3,2,Permanent,22,B,20,10
32,Yes,Research & Development,7,2,Life Sciences,4,3,Married,4883,1,3,10,Permanent,8,D,28,5
39,Yes,Research & Development,23,3,Medical,3,1,Single,3904,0,3,5,Permanent,20,A,1,5
30,No,Research & Development,6,3,Technical Degree,1,4,Married,4627,0,3,9,Permanent,10,B,5,6
36,No,Research & Development,10,4,Technical Degree,4,3,Married,7094,3,3,7,Permanent,25,D,22,3
46,No,Human Resources,1,2,Life Sciences,4,1,Single,3423,6,4,7,Permanent,5,D,5,7
28,No,Research & Development,1,3,Life Sciences,3,4,Married,6674,0,3,9,Temp,11,C,23,4
50,No,Research & Development,28,3,Life Sciences,4,1,Married,16880,4,3,3,Temp,17,B,15,14
40,Yes,Sales,25,4,Marketing,4,2,Single,9094,2,3,5,Permanent,14,B,22,3
52,Yes,Sales,5,3,Life Sciences,2,2,Single,8446,9,2,8,Temp,15,D,24,17
30,No,Research & Development,17,4,Medical,2,1,Married,11916,1,3,9,Temp,8,D,21,1
39,No,Research & Development,18,2,Life Sciences,1,3,Single,4534,0,3,8,Permanent,18,A,29,8
31,No,Sales,2,4,Life Sciences,4,3,Divorced,9852,1,2,10,Temp,22,A,0,1
41,No,Sales,10,2,Medical,3,2,Single,6151,1,3,19,Permanent,19,D,19,7
31,Yes,Sales,1,3,Life Sciences,4,2,Single,2302,1,4,3,Permanent,21,D,26,9
44,Yes,Research & Development,3,3,Life Sciences,1,1,Married,2362,4,4,3,Permanent,3,D,25,7
42,No,Research & Development,2,1,Life Sciences,3,3,Married,17861,0,2,20,Permanent,8,D,6,5
55,No,Research & Development,2,2,Medical,4,3,Married,19187,4,3,19,Permanent,16,A,21,10
56,No,Human Resources,8,4,Life Sciences,4,2,Single,19717,6,3,7,Permanent,3,D,16,14
40,No,Research & Development,16,2,Life Sciences,3,3,Divorced,3544,9,3,4,Permanent,2,C,9,10
34,No,Research & Development,9,3,Life Sciences,4,4,Divorced,8500,0,2,9,Temp,14,B,15,2
40,No,Research & Development,2,3,Life Sciences,3,4,Single,4661,1,3,9,Temp,7,D,18,5
41,No,Sales,1,3,Marketing,3,1,Divorced,4103,0,3,9,Temp,13,C,21,6
35,No,Research & Development,4,4,Life Sciences,3,3,Single,4249,1,3,9,Permanent,5,C,29,11
51,No,Human Resources,5,3,Life Sciences,3,2,Divorced,14026,1,3,33,Permanent,4,B,27,3
38,No,Sales,2,2,Life Sciences,2,1,Divorced,6893,3,3,7,Permanent,16,C,2,7
34,No,Sales,15,2,Medical,3,1,Single,6125,1,4,10,Permanent,13,D,11,11
25,No,Research & Development,19,1,Medical,4,4,Married,3669,3,2,3,Temp,15,D,2,6
58,Yes,Research & Development,7,4,Medical,3,1,Married,10008,7,2,10,Temp,20,C,1,13
40,No,Research & Development,1,4,Life Sciences,2,2,Married,2387,3,3,4,Permanent,22,A,19,11
36,No,Sales,7,3,Marketing,1,1,Married,4639,2,2,15,Permanent,5,A,29,5
48,No,Research & Development,4,3,Life Sciences,4,4,Single,7898,1,3,10,Permanent,11,C,16,2
27,No,Sales,11,3,Medical,3,4,Married,2534,8,3,1,Permanent,10,B,13,18
51,No,Research & Development,11,2,Technical Degree,4,2,Single,13142,3,2,5,Permanent,20,B,2,10
18,No,Research & Development,1,3,Life Sciences,4,4,Single,1611,1,4,0,Permanent,13,D,29,8
35,No,Research & Development,1,3,Medical,4,4,Married,5363,0,3,9,Permanent,20,D,30,3
27,No,Sales,2,1,Life Sciences,4,4,Single,5071,3,3,6,Permanent,2,D,24,3
55,Yes,Sales,13,4,Marketing,1,3,Single,13695,6,2,19,Temp,24,A,22,13
56,No,Research & Development,23,3,Life Sciences,4,2,Married,13402,4,3,19,Permanent,15,C,1,12
34,No,Research & Development,26,1,Technical Degree,1,3,Divorced,2029,1,3,5,Permanent,9,D,5,6
40,No,Research & Development,2,1,Medical,2,3,Divorced,6377,5,3,12,Permanent,14,B,16,8
34,No,Research & Development,29,3,Medical,2,3,Married,5429,4,3,8,Permanent,25,D,18,7
31,Yes,Sales,2,3,Life Sciences,3,4,Single,2785,7,4,1,Permanent,22,B,21,13
35,Yes,Sales,18,4,Marketing,4,3,Married,4614,0,2,4,Permanent,24,B,15,10
38,No,Research & Development,7,3,Life Sciences,4,3,Divorced,2610,1,3,4,Permanent,4,C,7,11
34,No,Research & Development,2,4,Technical Degree,3,4,Single,6687,1,4,14,Permanent,12,A,21,7
28,No,Sales,26,3,Life Sciences,3,1,Married,4724,1,3,5,Permanent,10,A,25,2
31,Yes,Research & Development,22,4,Medical,4,3,Married,6179,1,2,10,Permanent,24,D,4,10
39,No,Sales,21,4,Life Sciences,1,4,Married,6120,3,4,5,Permanent,18,B,23,10
51,No,Sales,2,3,Marketing,2,2,Married,10596,2,3,4,Temp,3,C,1,3
41,No,Research & Development,22,3,Life Sciences,4,4,Divorced,5467,3,2,6,Temp,9,D,30,6
37,No,Research & Development,4,1,Life Sciences,3,3,Married,2996,7,3,6,Permanent,16,C,6,11
33,No,Sales,5,1,Life Sciences,2,4,Married,9998,6,4,5,Temp,4,C,30,6
32,No,Sales,2,1,Marketing,3,2,Married,4078,0,2,3,Permanent,11,B,13,0
39,No,Research & Development,25,2,Life Sciences,3,3,Married,10920,3,3,6,Temp,19,C,5,12
25,No,Sales,18,1,Life Sciences,1,3,Married,6232,2,2,3,Permanent,17,C,28,10
52,No,Research & Development,28,2,Medical,4,3,Married,13247,2,2,5,Temp,11,B,9,3
43,No,Research & Development,6,3,Medical,1,3,Single,4081,1,1,20,Permanent,19,A,5,5
27,No,Sales,10,3,Marketing,4,4,Married,5769,1,3,6,Permanent,8,C,20,1
27,Yes,Research & Development,17,4,Life Sciences,4,3,Single,2394,1,3,8,Permanent,18,B,30,2
26,No,Research & Development,2,1,Medical,1,4,Single,3904,0,3,4,Permanent,3,D,29,3
42,No,Human Resources,10,3,Human Resources,3,1,Married,16799,0,3,20,Temp,12,C,24,6
52,No,Research & Development,8,4,Other,3,1,Married,2950,9,1,5,Temp,14,B,20,19
37,No,Research & Development,11,3,Medical,1,3,Single,3629,4,3,3,Temp,12,C,26,6
35,No,Research & Development,18,2,Life Sciences,3,4,Single,9362,2,3,2,Permanent,22,D,18,12
25,No,Research & Development,1,3,Technical Degree,1,4,Married,3229,4,2,3,Permanent,22,D,2,6
26,No,Research & Development,7,3,Other,3,1,Single,3578,0,3,7,Permanent,23,A,19,9
29,No,Human Resources,17,3,Other,2,1,Single,7988,1,2,10,Permanent,24,C,1,4
49,Yes,Research & Development,28,2,Life Sciences,1,1,Single,4284,3,3,4,Permanent,5,A,14,9
29,Yes,Research & Development,14,1,Other,3,4,Single,7553,0,3,8,Permanent,23,A,3,10
54,No,Research & Development,1,3,Medical,4,4,Single,17328,6,2,20,Permanent,16,A,22,14
58,No,Research & Development,1,3,Medical,4,1,Married,19701,3,3,9,Temp,10,B,29,7
55,No,Research & Development,1,4,Medical,2,4,Divorced,14732,2,4,7,Permanent,14,C,22,3
36,No,Sales,3,4,Marketing,1,2,Single,9278,3,3,5,Temp,12,C,29,10
31,Yes,Sales,1,4,Life Sciences,2,3,Single,1359,1,3,1,Permanent,8,B,13,4
30,No,Sales,7,4,Marketing,4,1,Divorced,4779,7,3,3,Permanent,10,A,15,17
31,No,Research & Development,8,5,Life Sciences,1,2,Single,16422,3,4,3,Permanent,6,C,28,6
34,No,Research & Development,1,4,Other,4,1,Divorced,2996,5,3,4,Permanent,15,B,4,5
31,Yes,Research & Development,8,3,Life Sciences,1,2,Single,1261,1,4,1,Permanent,7,C,6,3
27,No,Research & Development,11,1,Life Sciences,2,1,Married,2099,0,4,5,Permanent,18,D,2,8
36,No,Research & Development,4,4,Life Sciences,1,4,Single,5810,1,2,10,Permanent,18,A,8,1
36,No,Sales,16,4,Marketing,3,1,Married,5647,4,2,3,Permanent,20,D,28,8
47,No,Research & Development,1,3,Technical Degree,1,4,Married,3420,7,2,6,Permanent,16,C,30,16
25,Yes,Sales,9,2,Life Sciences,1,1,Married,4400,3,3,3,Temp,12,D,29,10
37,No,Research & Development,5,2,Technical Degree,3,3,Single,3500,0,1,6,Permanent,14,A,9,2
56,No,Research & Development,1,2,Life Sciences,1,1,Married,2066,2,4,3,Permanent,23,C,2,11
47,No,Research & Development,2,4,Medical,1,3,Married,17169,3,4,20,Permanent,14,D,24,13
24,No,Sales,4,1,Medical,4,3,Married,4162,1,3,5,Permanent,18,D,23,9
32,No,Sales,7,5,Marketing,4,4,Married,9204,4,2,4,Permanent,13,B,1,4
34,No,Research & Development,1,3,Life Sciences,4,2,Married,3294,5,2,5,Temp,5,A,27,15
41,No,Research & Development,5,5,Medical,2,3,Married,2127,2,2,4,Temp,16,B,28,12
40,No,Research & Development,9,4,Other,3,3,Divorced,3975,3,4,8,Permanent,6,C,5,8
31,No,Sales,8,2,Life Sciences,1,4,Divorced,10793,1,3,13,Temp,3,B,24,9
46,Yes,Sales,9,3,Marketing,1,4,Divorced,10096,4,4,7,Permanent,17,D,1,6
39,Yes,Research & Development,2,3,Life Sciences,1,1,Single,3646,2,4,1,Permanent,23,D,27,4
31,Yes,Research & Development,1,5,Life Sciences,3,2,Single,7446,1,3,10,Permanent,23,D,14,4
45,No,Research & Development,20,3,Medical,2,1,Divorced,10851,2,3,7,Temp,8,C,1,9
31,No,Human Resources,8,2,Medical,4,2,Single,2109,9,3,3,Temp,20,A,9,10
31,Yes,Research & Development,2,3,Life Sciences,2,4,Married,3722,6,1,2,Temp,21,A,27,14
45,No,Research & Development,29,3,Technical Degree,2,4,Married,9380,4,4,3,Temp,14,D,2,6
48,No,Sales,7,3,Marketing,3,1,Divorced,5486,4,3,2,Permanent,9,B,13,5
34,Yes,Human Resources,9,4,Technical Degree,1,3,Married,2742,1,3,2,Permanent,22,D,21,1
40,No,Research & Development,8,1,Medical,4,2,Divorced,13757,2,3,9,Permanent,7,B,4,3
28,No,Sales,5,3,Medical,4,1,Single,8463,0,3,5,Permanent,4,C,6,1
44,No,Research & Development,5,3,Life Sciences,3,3,Single,3162,3,3,5,Permanent,11,D,3,5
53,No,Research & Development,2,3,Medical,4,2,Single,16598,4,2,9,Temp,25,C,14,11
49,No,Research & Development,5,4,Technical Degree,1,3,Married,6651,2,2,3,Permanent,15,B,5,2
40,No,Research & Development,2,3,Medical,3,3,Divorced,2345,2,4,3,Permanent,16,A,10,6
44,No,Research & Development,20,3,Life Sciences,4,2,Single,3420,1,2,5,Temp,14,B,3,3
33,No,Sales,7,3,Medical,4,1,Married,4373,0,3,4,Permanent,11,D,12,6
34,No,Sales,3,3,Other,4,1,Single,4759,3,3,13,Temp,11,A,9,9
30,No,Sales,16,1,Life Sciences,4,3,Married,5301,8,2,2,Temp,2,A,14,18
42,No,Research & Development,9,2,Medical,1,4,Single,3673,1,3,12,Permanent,11,C,17,9
44,No,Sales,1,5,Marketing,1,3,Married,4768,7,2,1,Permanent,10,B,1,16
30,No,Research & Development,7,3,Technical Degree,3,3,Divorced,1274,1,2,1,Permanent,10,C,1,8
57,No,Research & Development,1,2,Life Sciences,2,3,Married,4900,0,2,12,Permanent,10,A,22,8
49,No,Research & Development,7,4,Life Sciences,3,2,Divorced,10466,3,3,8,Permanent,8,D,10,12
34,No,Research & Development,15,3,Medical,2,1,Divorced,17007,7,2,14,Permanent,23,C,4,7
28,Yes,Sales,1,3,Technical Degree,1,3,Married,2909,3,4,3,Permanent,22,B,21,7
29,Yes,Sales,13,3,Technical Degree,1,2,Single,5765,5,1,5,Permanent,13,B,8,5
34,Yes,Sales,24,4,Medical,1,2,Single,4599,0,4,15,Permanent,9,A,24,10
35,No,Sales,7,1,Life Sciences,4,3,Married,2404,1,3,1,Permanent,20,C,26,9
24,Yes,Research & Development,9,3,Medical,2,1,Single,3172,2,2,0,Temp,4,C,28,4
24,No,Sales,13,2,Life Sciences,4,2,Married,2033,1,3,1,Permanent,16,B,8,6
44,No,Research & Development,2,1,Medical,2,3,Single,10209,5,2,2,Permanent,20,D,15,6
29,No,Sales,19,3,Life Sciences,3,3,Divorced,8620,1,3,10,Permanent,2,C,29,11
30,No,Human Resources,1,3,Life Sciences,3,3,Divorced,2064,0,4,5,Temp,6,A,19,7
55,No,Research & Development,4,4,Life Sciences,4,3,Married,4035,0,3,3,Permanent,18,A,24,9
33,No,Research & Development,4,4,Medical,1,2,Married,3838,8,3,5,Permanent,5,C,0,16
47,No,Sales,14,3,Medical,3,3,Married,4591,3,2,5,Permanent,9,B,6,6
28,Yes,Research & Development,2,2,Medical,3,1,Single,2561,7,2,0,Permanent,10,B,26,11
28,No,Research & Development,1,3,Life Sciences,1,3,Divorced,1563,1,1,1,Temp,13,C,28,4
28,No,Sales,7,3,Life Sciences,3,1,Single,4898,0,3,4,Temp,10,A,3,10
49,No,Research & Development,3,2,Medical,3,1,Married,4789,4,3,3,Permanent,12,C,3,12
29,No,Research & Development,2,1,Life Sciences,4,2,Married,3180,0,3,3,Temp,6,D,9,2
28,No,Research & Development,29,1,Life Sciences,3,2,Married,6549,1,2,8,Permanent,20,B,10,4
33,No,Research & Development,8,5,Life Sciences,4,3,Single,6388,2,3,0,Temp,6,A,9,3
32,No,Research & Development,10,3,Medical,3,4,Single,11244,2,4,5,Permanent,19,B,12,12
54,No,Research & Development,11,4,Medical,2,4,Divorced,16032,3,3,14,Permanent,17,B,12,6
29,Yes,Research & Development,1,4,Technical Degree,1,1,Single,2362,6,1,9,Permanent,25,B,21,8
44,No,Research & Development,28,3,Life Sciences,4,1,Married,16328,3,4,20,Temp,13,D,19,4
39,No,Research & Development,6,3,Life Sciences,2,2,Single,8376,4,3,2,Permanent,20,C,8,4
46,No,Sales,3,3,Life Sciences,3,2,Married,16606,8,4,13,Temp,15,C,30,15
35,No,Research & Development,16,3,Life Sciences,4,2,Single,8606,1,1,11,Permanent,10,D,11,1
23,No,Research & Development,20,1,Life Sciences,1,3,Single,2272,0,3,4,Permanent,4,C,25,2
40,Yes,Research & Development,9,4,Life Sciences,4,1,Single,2018,3,1,5,Permanent,18,A,6,4
34,No,Sales,1,3,Technical Degree,4,3,Married,7083,1,3,10,Permanent,19,D,13,10
31,Yes,Research & Development,3,3,Life Sciences,4,3,Single,4084,1,1,7,Permanent,4,B,26,4
50,No,Research & Development,22,5,Medical,3,4,Single,14411,1,3,32,Permanent,22,B,25,11
34,No,Sales,7,2,Technical Degree,2,3,Married,2308,0,3,11,Permanent,22,B,24,0
42,No,Research & Development,2,3,Medical,3,2,Married,4841,4,3,1,Permanent,23,B,27,9
37,No,Research & Development,13,3,Medical,1,4,Married,4285,1,3,10,Permanent,15,B,1,5
29,No,Research & Development,8,1,Other,3,1,Married,9715,3,3,7,Permanent,17,B,30,10
33,No,Research & Development,25,3,Life Sciences,4,2,Single,4320,1,3,5,Permanent,3,D,9,5
45,No,Research & Development,28,3,Technical Degree,4,4,Married,2132,4,3,5,Permanent,11,C,16,8
42,No,Research & Development,2,3,Life Sciences,4,4,Married,10124,2,1,20,Permanent,25,D,28,10
40,No,Sales,9,2,Medical,1,1,Married,5473,0,4,8,Permanent,7,C,7,0
33,No,Research & Development,28,4,Life Sciences,2,3,Married,5207,1,3,15,Permanent,15,A,19,3
40,No,Human Resources,6,2,Medical,3,4,Single,16437,1,3,21,Permanent,22,A,7,11
24,No,Research & Development,21,2,Technical Degree,3,1,Divorced,2296,0,3,1,Temp,25,C,14,10
40,No,Research & Development,8,2,Life Sciences,4,4,Divorced,4069,3,3,2,Permanent,6,B,6,8
45,No,Research & Development,1,4,Technical Degree,1,2,Divorced,7441,1,3,10,Permanent,10,C,27,3
35,No,Sales,28,4,Life Sciences,2,3,Married,2430,0,3,5,Permanent,16,B,6,9
32,No,Research & Development,5,2,Life Sciences,4,2,Married,5878,3,3,7,Temp,15,C,29,3
36,No,Sales,2,4,Life Sciences,3,4,Single,2644,3,2,3,Temp,9,B,10,13
48,No,Sales,16,4,Life Sciences,3,3,Divorced,6439,8,3,8,Permanent,18,C,30,9
29,No,Research & Development,9,3,Life Sciences,3,3,Married,2451,6,2,1,Permanent,4,B,15,7
33,No,Sales,8,4,Life Sciences,1,1,Married,6392,2,1,2,Temp,5,A,28,5
30,Yes,Sales,1,3,Life Sciences,2,1,Married,9714,1,3,10,Permanent,21,D,4,5
38,No,Human Resources,10,4,Human Resources,3,3,Married,6077,3,3,6,Temp,25,C,15,3
35,No,Research & Development,1,3,Medical,4,1,Single,2450,1,3,3,Permanent,5,B,2,1
30,No,Sales,29,4,Technical Degree,3,2,Married,9250,3,3,4,Permanent,13,D,16,11
35,Yes,Research & Development,2,3,Life Sciences,1,1,Divorced,2074,1,3,1,Permanent,21,A,19,5
53,Yes,Research & Development,2,5,Technical Degree,3,4,Married,10169,0,3,33,Permanent,8,D,1,0
38,Yes,Research & Development,2,3,Medical,3,2,Married,4855,4,3,5,Permanent,8,A,1,14
32,No,Research & Development,1,4,Technical Degree,4,1,Married,4087,4,2,6,Permanent,15,D,0,8
48,No,Research & Development,15,4,Other,3,1,Married,2367,8,2,8,Permanent,10,A,6,14
34,No,Research & Development,7,4,Medical,1,4,Single,2972,1,1,1,Permanent,2,C,30,3
55,No,Sales,26,5,Marketing,3,4,Married,19586,1,3,36,Permanent,3,C,11,4
34,No,Research & Development,1,4,Life Sciences,2,4,Married,5484,9,2,2,Permanent,16,C,0,16
26,No,Research & Development,3,3,Life Sciences,1,4,Married,2061,1,3,1,Permanent,22,D,9,2
38,No,Sales,14,3,Life Sciences,3,2,Married,9924,0,3,9,Permanent,8,A,14,3
38,No,Sales,16,3,Life Sciences,2,2,Single,4198,2,4,3,Permanent,24,B,13,8
36,No,Sales,1,4,Life Sciences,2,3,Single,6815,6,3,1,Permanent,19,A,17,16
29,No,Research & Development,3,1,Medical,2,1,Single,4723,1,3,10,Temp,19,D,8,11
35,No,Research & Development,10,4,Medical,1,3,Single,6142,3,3,5,Permanent,25,C,28,13
39,No,Sales,6,3,Medical,4,3,Married,8237,2,3,7,Permanent,6,C,0,12
29,No,Research & Development,2,1,Life Sciences,1,4,Divorced,8853,1,4,6,Permanent,6,D,20,2
50,No,Sales,9,3,Marketing,3,3,Married,19331,4,3,1,Permanent,5,C,18,7
23,No,Research & Development,10,3,Technical Degree,4,3,Married,2073,2,3,2,Temp,6,D,7,6
36,No,Research & Development,6,4,Life Sciences,1,1,Married,5562,3,3,3,Permanent,15,B,0,11
42,No,Research & Development,9,2,Other,4,4,Single,19613,8,3,1,Permanent,16,D,2,18
35,No,Research & Development,28,3,Life Sciences,2,3,Married,3407,1,2,10,Permanent,21,A,23,10
34,No,Research & Development,10,4,Technical Degree,4,3,Married,5063,1,2,8,Permanent,14,A,3,10
40,No,Sales,14,2,Life Sciences,4,1,Married,4639,1,3,5,Permanent,25,B,21,1
43,No,Research & Development,27,3,Technical Degree,4,2,Divorced,4876,5,3,6,Permanent,11,D,30,14
35,No,Research & Development,7,2,Life Sciences,3,4,Married,2690,1,2,1,Temp,11,B,4,9
46,No,Sales,1,4,Life Sciences,4,1,Single,17567,1,1,26,Permanent,14,A,20,4
28,Yes,Research & Development,24,3,Medical,3,2,Married,2408,1,3,1,Permanent,24,B,25,1
